0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-0.036787122,-0.5176887,1.7312477,0.5967131,-1.6803924,0.025280526,-0.41210112,0.111097686,-0.8930887,-0.36547643,0.6718769,-0.907241,0.76360667,1.3752416,-1.4298167,3.074243,0.7314839,0.121823736,-0.50170135,-1.0236194,0.06517577,-0.8832139,0.3617648,-0.78232956,-0.6144896,0.7212158,0.55372024,-0.06353402,-0.157093,-1.4649749,1.3180078,-0.48895136
-0.15169929,-0.38760397,1.3612323,0.4685105,-1.8807423,0.08866182,-0.41192114,0.36360624,-0.7824836,-0.12110575,0.43810934,-1.0553169,0.85136783,1.5883137,-1.347959,3.300344,0.7032307,-0.24876061,-0.69160014,-0.7226494,0.19002649,-0.9807445,0.34757578,-0.9433211,-0.5338228,0.6695506,0.40327898,-0.16052473,-0.1744689,-1.3777803,1.263878,-0.06518192
-0.15246737,-0.38673735,1.3585536,0.46792313,-1.8817738,0.08905159,-0.41181344,0.36518902,-0.7813523,-0.119394,0.436579,-1.056428,0.8519144,1.5888026,-1.3475713,3.301193,0.7033283,-0.25089985,-0.69304025,-0.7206929,0.19079192,-0.98110574,0.34717876,-0.94403225,-0.53283805,0.6690079,0.40221384,-0.16076593,-0.17433551,-1.3772578,1.2636005,-0.06282181
-0.123017386,-0.44546196,1.4841483,0.52110934,-1.818686,0.0478645,-0.41312897,0.28993076,-0.79040617,-0.19260962,0.5102689,-1.0282698,0.8361635,1.514334,-1.3963608,3.2471263,0.73464525,-0.12534249,-0.6500993,-0.8314143,0.16731098,-0.95459425,0.340403,-0.9057438,-0.5529598,0.6899353,0.44557947,-0.12126076,-0.15809672,-1.4062923,1.2962857,-0.21136078
-0.15274848,-0.38654524,1.357839,0.46775073,-1.8820721,0.08920643,-0.4117401,0.36561915,-0.7811689,-0.11889891,0.43613365,-1.0567664,0.85206586,1.5889447,-1.3474286,3.3014123,0.7034002,-0.25147593,-0.69345194,-0.7201509,0.1910178,-0.98117536,0.34706753,-0.94411784,-0.53255177,0.6688327,0.4018831,-0.16081096,-0.17421786,-1.3771558,1.263499,-0.062195115
-0.14103307,-0.41047525,1.4091567,0.48859555,-1.8574183,0.0713537,-0.4129502,0.33558387,-0.7835496,-0.14953619,0.46658787,-1.0458461,0.84617877,1.5599147,-1.368342,3.2815373,0.7169339,-0.19913174,-0.67624444,-0.7657451,0.18264614,-0.97106636,0.3442223,-0.9311742,-0.5411503,0.67709315,0.4200038,-0.14487547,-0.16736168,-1.3883586,1.2769521,-0.12250101
-0.15251417,-0.38671905,1.3584484,0.4678927,-1.8818289,0.089097716,-0.4117874,0.36524132,-0.7813838,-0.119323514,0.43649694,-1.0564712,0.85193646,1.5888416,-1.3475219,3.3012123,0.70334446,-0.25096363,-0.6930979,-0.72061205,0.19081928,-0.98110455,0.34717166,-0.94399714,-0.53280467,0.6689639,0.40214795,-0.16076536,-0.17428826,-1.3772721,1.263584,-0.06274332
-0.14976937,-0.39337668,1.3714926,0.47328705,-1.8758794,0.084105216,-0.4119551,0.357808,-0.78148496,-0.12707971,0.44455674,-1.0538626,0.85046625,1.5814061,-1.3528525,3.2962744,0.7074752,-0.23726583,-0.689039,-0.73253274,0.1889698,-0.9782568,0.34590846,-0.9407655,-0.53459305,0.67099303,0.4066954,-0.15659907,-0.17231387,-1.3804113,1.2671944,-0.07859574
-0.14704591,-0.39124164,1.3743638,0.47152844,-1.8754518,0.0868193,-0.41272086,0.35581836,-0.78732586,-0.12999633,0.44579145,-1.0491506,0.8487358,1.5858614,-1.3503953,3.2961202,0.70234936,-0.23800638,-0.684028,-0.7323749,0.18574837,-0.9790729,0.3492968,-0.94059914,-0.53899544,0.6721557,0.40865514,-0.15937051,-0.17602736,-1.3801025,1.2656325,-0.07697096
-0.15058973,-0.38820595,1.3638222,0.4690896,-1.8795881,0.088255465,-0.41220045,0.36203665,-0.7830853,-0.122980304,0.43978453,-1.0539666,0.85078144,1.5878006,-1.3485985,3.299599,0.7028924,-0.24668783,-0.68994814,-0.72461534,0.18903261,-0.9804428,0.34783408,-0.943093,-0.53485715,0.6701896,0.40445632,-0.16035211,-0.17502473,-1.3781705,1.26431,-0.06747824
-0.15242411,-0.38677847,1.3587037,0.46795115,-1.8817037,0.08904826,-0.41182014,0.3650994,-0.781415,-0.11949264,0.4366813,-1.0563666,0.8518733,1.5887731,-1.3476022,3.3011527,0.70331407,-0.25079235,-0.692949,-0.72079873,0.19074263,-0.98107666,0.3471905,-0.94400597,-0.5328831,0.6690508,0.4022786,-0.16076778,-0.17435439,-1.3772913,1.2636096,-0.06294662
-0.15088028,-0.38712737,1.3616186,0.46888584,-1.8800519,0.08767657,-0.4125415,0.3636117,-0.7805849,-0.121380314,0.43908104,-1.0548186,0.8511822,1.5876691,-1.349041,3.3004372,0.7026004,-0.2490767,-0.69131726,-0.7229704,0.18973234,-0.98102385,0.34737247,-0.9449675,-0.5341259,0.670305,0.40434232,-0.16089699,-0.17588457,-1.3767753,1.2641203,-0.06517114
-0.15242411,-0.38677847,1.3587037,0.46795115,-1.8817037,0.08904826,-0.41182014,0.3650994,-0.781415,-0.11949264,0.4366813,-1.0563666,0.8518733,1.5887731,-1.3476022,3.3011527,0.70331407,-0.25079235,-0.692949,-0.72079873,0.19074263,-0.98107666,0.3471905,-0.94400597,-0.5328831,0.6690508,0.4022786,-0.16076778,-0.17435439,-1.3772913,1.2636096,-0.06294662
-0.15169929,-0.38760397,1.3612323,0.46851048,-1.8807423,0.088661775,-0.4119211,0.36360624,-0.7824835,-0.121105745,0.43810925,-1.0553168,0.85136783,1.5883137,-1.3479589,3.300344,0.7032307,-0.2487606,-0.6916001,-0.72264934,0.19002649,-0.9807443,0.34757575,-0.9433211,-0.5338228,0.6695506,0.40327895,-0.16052473,-0.17446893,-1.3777801,1.263878,-0.06518191
-0.15209045,-0.38709593,1.3596839,0.46819523,-1.8813251,0.08885938,-0.41188312,0.3645077,-0.781755,-0.12016466,0.43725747,-1.055933,0.8516896,1.5885669,-1.3477751,3.300826,0.7032731,-0.24995443,-0.6924174,-0.7215416,0.19043997,-0.9809458,0.34734362,-0.94379514,-0.53325194,0.6692479,0.40269026,-0.16066167,-0.17443013,-1.3774779,1.2637655,-0.06384807
-0.15142088,-0.38769305,1.3615985,0.46862823,-1.8806245,0.08861357,-0.41196144,0.36334562,-0.78261495,-0.12150038,0.4383191,-1.055023,0.85134965,1.5882695,-1.3480562,3.3001745,0.70318276,-0.24829723,-0.6913202,-0.7229592,0.18980142,-0.9806608,0.3476545,-0.943271,-0.53401744,0.6695596,0.4034317,-0.16047199,-0.17458792,-1.3779042,1.2640584,-0.06560201
-0.15169927,-0.38760397,1.3612323,0.46851048,-1.8807425,0.08866186,-0.41192117,0.36360624,-0.7824837,-0.121105745,0.4381093,-1.0553169,0.85136795,1.5883137,-1.347959,3.300344,0.70323074,-0.24876061,-0.69160014,-0.7226494,0.1900265,-0.9807445,0.34757578,-0.9433211,-0.5338228,0.6695506,0.40327898,-0.16052476,-0.17446895,-1.3777802,1.263878,-0.0651819
-0.15251417,-0.38671905,1.3584484,0.4678927,-1.8818289,0.089097716,-0.4117874,0.36524132,-0.7813838,-0.119323514,0.43649694,-1.0564712,0.85193646,1.5888416,-1.3475219,3.3012123,0.70334446,-0.25096363,-0.6930979,-0.72061205,0.19081928,-0.98110455,0.34717166,-0.94399714,-0.53280467,0.6689639,0.40214795,-0.16076536,-0.17428826,-1.3772721,1.263584,-0.06274332
-0.15274853,-0.38654518,1.3578389,0.46775067,-1.8820722,0.08920634,-0.41174012,0.36561906,-0.78116876,-0.11889892,0.4361337,-1.0567665,0.852066,1.5889447,-1.3474284,3.3014126,0.70340014,-0.25147593,-0.6934518,-0.72015077,0.19101767,-0.98117536,0.3470675,-0.94411784,-0.53255177,0.6688327,0.401883,-0.16081096,-0.17421788,-1.3771558,1.263499,-0.062195007
-0.1522886,-0.38698825,1.3593061,0.46807888,-1.881475,0.08895152,-0.4118448,0.36473525,-0.7817002,-0.11985156,0.437009,-1.0561436,0.85173947,1.5886651,-1.3476477,3.3009524,0.7033171,-0.25032625,-0.69264704,-0.7212401,0.19059625,-0.9810012,0.34729576,-0.9438025,-0.5331013,0.6691731,0.40250945,-0.16070728,-0.1743386,-1.3774061,1.2636492,-0.063468166
-0.15227178,-0.38698435,1.359327,0.4680806,-1.8814669,0.08894166,-0.4118458,0.36472118,-0.7816979,-0.11987032,0.4370254,-1.0561277,0.8517438,1.5886624,-1.347662,3.3009403,0.7033144,-0.2503064,-0.6926367,-0.72125375,0.19058663,-0.9809921,0.34729794,-0.94380903,-0.5331086,0.6691756,0.40251473,-0.16071019,-0.17435241,-1.377407,1.2636633,-0.063492194
-0.15251417,-0.38671905,1.3584484,0.4678927,-1.881829,0.089097716,-0.4117874,0.36524135,-0.78138375,-0.1193235,0.43649694,-1.0564712,0.85193646,1.5888416,-1.3475219,3.3012123,0.70334446,-0.25096363,-0.69309795,-0.72061205,0.19081932,-0.9811046,0.34717166,-0.9439972,-0.53280467,0.6689639,0.40214795,-0.16076536,-0.17428826,-1.3772721,1.263584,-0.062743306
-0.15088028,-0.38712737,1.3616186,0.46888584,-1.8800519,0.08767657,-0.4125415,0.3636117,-0.7805849,-0.121380314,0.439081,-1.0548186,0.8511822,1.5876693,-1.349041,3.3004372,0.7026005,-0.2490767,-0.69131726,-0.7229705,0.18973234,-0.98102385,0.34737244,-0.9449675,-0.5341259,0.670305,0.40434232,-0.16089699,-0.17588459,-1.3767753,1.2641203,-0.06517114
-0.15256578,-0.386617,1.3582287,0.46787548,-1.881865,0.08901113,-0.41183364,0.3654119,-0.7810763,-0.11914479,0.43644372,-1.0565835,0.8519887,1.5888054,-1.3476002,3.3013072,0.7033186,-0.25121823,-0.69325906,-0.72043884,0.19091092,-0.98115444,0.34711125,-0.9442155,-0.53270566,0.66899616,0.4021356,-0.1608238,-0.17439707,-1.3770962,1.2635727,-0.062522046
-0.15146966,-0.38756302,1.3613542,0.46854445,-1.8806522,0.08864494,-0.41199452,0.3634863,-0.7823697,-0.12134364,0.43825167,-1.0551096,0.85135126,1.5882853,-1.3480731,3.3003132,0.7031204,-0.24858981,-0.69140184,-0.7227869,0.18984215,-0.98072267,0.3475709,-0.94346744,-0.53390807,0.6695944,0.40338808,-0.16051824,-0.17464301,-1.3777981,1.2640151,-0.06535096
0.042709664,-0.64178675,1.9681371,0.75431013,-1.4467226,-0.059284374,-0.3796309,-0.081572294,-0.78160095,-0.54965,0.89880043,-0.8311739,0.6874472,0.9601457,-1.5253377,2.7560017,0.76000166,0.49673212,-0.3621099,-1.2688699,-0.06727425,-0.7086055,0.27269772,-0.6352878,-0.5775688,0.6675718,0.67781633,0.14382043,-0.076408975,-1.5123332,1.3363066,-0.91728115
-0.15169924,-0.38760397,1.3612323,0.46851045,-1.8807423,0.088661894,-0.41192105,0.36360618,-0.7824835,-0.121105775,0.43810922,-1.0553167,0.85136783,1.5883136,-1.3479588,3.3003438,0.7032305,-0.24876061,-0.6916001,-0.7226492,0.19002645,-0.9807443,0.34757558,-0.943321,-0.5338228,0.6695505,0.40327898,-0.16052462,-0.17446887,-1.3777801,1.2638779,-0.06518195
-0.15005979,-0.39271444,1.3701532,0.47274324,-1.8765019,0.08459286,-0.41193366,0.35857356,-0.7814472,-0.12627658,0.44371843,-1.0541407,0.8506335,1.5821655,-1.352327,3.2967815,0.70707864,-0.23867534,-0.6894719,-0.7313194,0.1891653,-0.97854084,0.3460207,-0.9410949,-0.5343923,0.6707989,0.40621418,-0.157021,-0.17249382,-1.3800863,1.2668312,-0.07697331
-0.15227179,-0.38698426,1.359327,0.4680806,-1.881467,0.08894171,-0.41184583,0.36472127,-0.78169775,-0.11987033,0.43702543,-1.0561278,0.85174406,1.5886624,-1.3476621,3.3009403,0.7033144,-0.2503065,-0.6926369,-0.72125363,0.19058666,-0.9809922,0.347298,-0.9438092,-0.5331086,0.66917574,0.4025147,-0.16071026,-0.17435247,-1.377407,1.2636633,-0.063492104
-0.15160261,-0.38778743,1.3615547,0.4686288,-1.880646,0.08861713,-0.41189557,0.36338323,-0.78264713,-0.12137181,0.4382642,-1.0552062,0.85136974,1.5882008,-1.3480414,3.3001835,0.70332706,-0.248314,-0.69146067,-0.7229447,0.18992743,-0.98062116,0.3475901,-0.9431383,-0.5338911,0.66953194,0.40333703,-0.16040364,-0.17438714,-1.3779463,1.2640183,-0.06562872
-0.15209045,-0.38709593,1.3596839,0.46819523,-1.8813251,0.08885938,-0.41188312,0.3645077,-0.781755,-0.12016466,0.43725747,-1.055933,0.8516896,1.5885669,-1.3477751,3.300826,0.7032731,-0.24995443,-0.6924174,-0.7215416,0.19043997,-0.9809458,0.34734362,-0.94379514,-0.53325194,0.6692479,0.40269026,-0.16066167,-0.17443013,-1.3774779,1.2637655,-0.06384807
0.040126447,-0.6836357,2.0032878,0.7985251,-1.4035106,-0.11340745,-0.38152295,-0.106005564,-0.7070058,-0.56395364,0.9350137,-0.86253893,0.6997114,0.8532406,-1.5731863,2.7158747,0.816461,0.5731425,-0.37469158,-1.3256197,-0.06498399,-0.6913398,0.2369312,-0.6331177,-0.5431307,0.6567973,0.7084227,0.18618621,-0.043944485,-1.5112792,1.3554417,-0.996288
-0.15256572,-0.38661706,1.3582287,0.46787563,-1.881865,0.08901124,-0.4118337,0.365412,-0.7810763,-0.1191448,0.43644378,-1.0565836,0.8519888,1.5888056,-1.3476005,3.3013077,0.70331866,-0.2512183,-0.69325924,-0.7204389,0.19091102,-0.98115456,0.34711134,-0.94421554,-0.5327057,0.66899616,0.40213564,-0.16082388,-0.17439723,-1.3770964,1.2635729,-0.06252201
-0.1523672,-0.38687846,1.3589506,0.46801016,-1.8816365,0.08902859,-0.41181847,0.36495012,-0.7815709,-0.119664766,0.43679565,-1.056263,0.8518436,1.5887445,-1.3476185,3.3010576,0.7033093,-0.25056827,-0.6928234,-0.7209746,0.19067802,-0.9810309,0.34725362,-0.9438987,-0.53297913,0.66907734,0.40235662,-0.16072866,-0.17434706,-1.3773516,1.2636395,-0.063175246
-0.14959387,-0.3892104,1.3668686,0.46989393,-1.8785231,0.08780567,-0.41227946,0.36023757,-0.784526,-0.12502617,0.44141176,-1.0526175,0.8502997,1.5872653,-1.3490459,3.2984688,0.7028931,-0.24396352,-0.688349,-0.72686213,0.18812227,-0.9799614,0.34833592,-0.94214475,-0.5360655,0.6706026,0.4055768,-0.16001587,-0.1751883,-1.3788415,1.2647729,-0.07034053
0.044934522,-0.62159026,1.956284,0.7341902,-1.460885,-0.035385057,-0.37838143,-0.075149216,-0.8217676,-0.5470725,0.8846014,-0.8155624,0.6799135,1.0092789,-1.5042928,2.770358,0.7377213,0.46514845,-0.35450095,-1.2430172,-0.06873208,-0.7181694,0.29214066,-0.6334733,-0.5942894,0.67687917,0.66689175,0.11891221,-0.094295874,-1.5141078,1.3247433,-0.88132584
-0.14530464,-0.40289354,1.3921285,0.4817432,-1.8660145,0.07699731,-0.41246352,0.34574082,-0.78238326,-0.13934349,0.45681134,-1.0496888,0.84812635,1.5694878,-1.3613317,3.2883508,0.7130219,-0.21620843,-0.68227404,-0.7508257,0.18580395,-0.97422206,0.34475085,-0.9355184,-0.5380212,0.6741221,0.41408014,-0.15005173,-0.16942793,-1.3848118,1.2725854,-0.10296588
-0.1523672,-0.3868784,1.3589506,0.46801016,-1.8816365,0.0890286,-0.41181844,0.3649501,-0.7815707,-0.119664796,0.43679568,-1.0562629,0.8518436,1.5887444,-1.3476185,3.3010576,0.7033092,-0.2505682,-0.69282335,-0.72097456,0.19067806,-0.9810309,0.3472537,-0.94389874,-0.532979,0.6690772,0.40235662,-0.16072863,-0.17434713,-1.3773516,1.2636393,-0.06317534
-0.15227178,-0.38698435,1.359327,0.46808058,-1.8814669,0.088941656,-0.41184583,0.36472118,-0.7816979,-0.119870335,0.4370254,-1.0561277,0.8517438,1.5886624,-1.347662,3.3009403,0.7033144,-0.2503064,-0.6926367,-0.72125375,0.19058663,-0.9809921,0.34729794,-0.94380903,-0.5331086,0.6691757,0.40251473,-0.16071017,-0.17435241,-1.377407,1.2636633,-0.0634922
-0.15205184,-0.38720098,1.3599083,0.468222,-1.8812838,0.08891194,-0.41185114,0.36435747,-0.78200334,-0.120327026,0.4373284,-1.0558226,0.8516686,1.5885794,-1.347749,3.3007407,0.70327365,-0.24972288,-0.69228613,-0.7216932,0.19036198,-0.98087454,0.34738588,-0.9436177,-0.5333488,0.6692337,0.4027287,-0.16061544,-0.17437866,-1.377591,1.2637953,-0.06407804
-0.15271504,-0.38662255,1.3580022,0.46780884,-1.8820059,0.089155205,-0.41174462,0.365526,-0.7811688,-0.11899048,0.43623582,-1.0567316,0.85204315,1.588862,-1.3474885,3.3013551,0.7034397,-0.25132337,-0.6933974,-0.72028977,0.19100162,-0.9811411,0.3470617,-0.9440823,-0.53257674,0.668861,0.40194327,-0.16077504,-0.17421103,-1.3771847,1.2635313,-0.062378995
-0.15221442,-0.38777754,1.3602555,0.46874827,-1.8809913,0.08828201,-0.4117689,0.36422333,-0.78121346,-0.12036518,0.43762743,-1.0562619,0.8517788,1.5876148,-1.3483921,3.3005059,0.70411295,-0.24895096,-0.69269246,-0.7223505,0.19064799,-0.9806358,0.34689188,-0.9435236,-0.53290725,0.6692421,0.4027509,-0.16008894,-0.17386836,-1.3777487,1.2641743,-0.0651048
-0.14955437,-0.38948166,1.3674744,0.46997094,-1.8783689,0.08783023,-0.41221082,0.35987318,-0.7850508,-0.12538566,0.44166467,-1.0524694,0.85019714,1.5872167,-1.3490051,3.2982442,0.7029371,-0.24345167,-0.68804896,-0.72727746,0.18799698,-0.97984046,0.34848863,-0.9417706,-0.5362207,0.6706461,0.40569922,-0.15991613,-0.17502022,-1.3790501,1.2647891,-0.0709052
-0.12648602,-0.44359973,1.475075,0.5194961,-1.8220534,0.046341863,-0.41312563,0.29621378,-0.78234017,-0.18642445,0.5057831,-1.0343354,0.83852595,1.5149686,-1.3971524,3.2513933,0.7369324,-0.13195369,-0.6566364,-0.82566,0.17162287,-0.95631963,0.33741093,-0.91044664,-0.54805076,0.6885968,0.44210288,-0.12130815,-0.15685196,-1.4039091,1.2959557,-0.20376551
-0.15058976,-0.38820598,1.3638225,0.46908966,-1.8795882,0.08825547,-0.41220048,0.3620367,-0.78308535,-0.122980334,0.4397846,-1.0539668,0.8507816,1.5878007,-1.3485985,3.2995994,0.70289254,-0.24668787,-0.6899482,-0.72461545,0.18903264,-0.980443,0.3478341,-0.9430931,-0.5348572,0.6701898,0.40445638,-0.16035214,-0.17502475,-1.378171,1.2643102,-0.067478254
-0.14704591,-0.39124164,1.3743638,0.47152844,-1.8754518,0.0868193,-0.41272086,0.35581836,-0.78732586,-0.12999633,0.44579145,-1.0491506,0.8487358,1.5858614,-1.3503953,3.2961202,0.70234936,-0.23800638,-0.684028,-0.7323749,0.18574837,-0.9790729,0.3492968,-0.94059914,-0.53899544,0.6721557,0.40865514,-0.15937051,-0.17602736,-1.3801025,1.2656325,-0.07697096
-0.15274076,-0.38653988,1.3578341,0.4677484,-1.8820744,0.089210734,-0.41174594,0.36561975,-0.7811646,-0.11889362,0.43613297,-1.0567682,0.85206133,1.588957,-1.34742,3.3014145,0.7033915,-0.2514912,-0.69344646,-0.7201482,0.19102937,-0.98118234,0.34707004,-0.944118,-0.5325573,0.6688369,0.4018895,-0.16082606,-0.17423445,-1.3771522,1.2634891,-0.06218119
-0.15105608,-0.38791093,1.3625549,0.46885034,-1.8801895,0.08840312,-0.41207576,0.36279747,-0.78280085,-0.12212661,0.43895194,-1.0545915,0.8511092,1.5880613,-1.3482841,3.2999055,0.7030707,-0.24760556,-0.6907487,-0.7236667,0.18949105,-0.98059237,0.34777504,-0.9432151,-0.5343865,0.66983336,0.40388927,-0.16043255,-0.17479159,-1.3779926,1.2641557,-0.06638205
-0.15218276,-0.38667986,1.3587109,0.46803647,-1.8816364,0.08883613,-0.4119384,0.36513698,-0.78102314,-0.1195821,0.4367891,-1.0562083,0.8518845,1.5886652,-1.3477963,3.3011565,0.7031865,-0.25083238,-0.6928884,-0.72085047,0.19065273,-0.98116976,0.34717503,-0.94437426,-0.53295267,0.6691336,0.40251097,-0.16080403,-0.17465338,-1.3770852,1.2637074,-0.06292461
-0.1510561,-0.3879109,1.3625548,0.46885034,-1.8801895,0.08840301,-0.4120757,0.36279753,-0.78280073,-0.122126564,0.43895194,-1.0545915,0.8511092,1.5880613,-1.3482841,3.2999055,0.7030707,-0.24760565,-0.6907487,-0.7236666,0.18949102,-0.98059225,0.34777495,-0.94321513,-0.53438646,0.6698333,0.4038893,-0.16043258,-0.17479159,-1.3779926,1.2641557,-0.06638195
0.01593148,-0.7028258,2.0087423,0.80977374,-1.4087712,-0.15610766,-0.38835934,-0.10573703,-0.6944458,-0.54918057,0.9305789,-0.9134813,0.7101675,0.85441226,-1.6223234,2.749404,0.89196396,0.5789512,-0.4225116,-1.3252679,-0.029682765,-0.70928025,0.23715453,-0.65965915,-0.5200305,0.68702376,0.7327539,0.15454929,-0.04166384,-1.4989871,1.3673052,-0.98039657
-0.15260151,-0.3866181,1.3581636,0.46785173,-1.881927,0.08909526,-0.411789,0.36543787,-0.7811977,-0.11911552,0.43635395,-1.056608,0.8520038,1.5888625,-1.3475277,3.301309,0.7033454,-0.2512315,-0.69328296,-0.7203915,0.19092566,-0.98114884,0.34712276,-0.94412035,-0.53269476,0.66892827,0.40206367,-0.16081128,-0.17432353,-1.3771569,1.2635523,-0.062470146
-0.15208417,-0.38708657,1.3595743,0.46830562,-1.8813622,0.08866231,-0.4118987,0.3646202,-0.78148484,-0.12008007,0.43726414,-1.0559763,0.85186785,1.5884113,-1.3479669,3.300785,0.70329386,-0.24999014,-0.6926594,-0.72146285,0.1904886,-0.980863,0.34731194,-0.9439479,-0.53319603,0.6692316,0.402748,-0.16069174,-0.17456108,-1.3772857,1.263924,-0.06389066
-0.15061434,-0.3887194,1.3648196,0.46931356,-1.8793814,0.088195756,-0.41204283,0.36149153,-0.7840328,-0.12343712,0.4401179,-1.053775,0.8506789,1.587683,-1.3485072,3.299177,0.70310867,-0.24582507,-0.68963915,-0.7252847,0.18895778,-0.9802378,0.34807092,-0.9423315,-0.535174,0.6701996,0.4046425,-0.16016576,-0.17467612,-1.3784956,1.2642965,-0.06841312
