feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,feat_94,feat_95,feat_96,feat_97,feat_98,feat_99,feat_100,feat_101,feat_102,feat_103,feat_104,feat_105,feat_106,feat_107,feat_108,feat_109,feat_110,feat_111,feat_112,feat_113,feat_114,feat_115,feat_116,feat_117,feat_118,feat_119,feat_120,feat_121,feat_122,feat_123,feat_124,feat_125,feat_126,feat_127,feat_128,feat_129,feat_130,feat_131,feat_132,feat_133,feat_134,feat_135,feat_136,feat_137,feat_138,feat_139,feat_140,feat_141,feat_142,feat_143,feat_144,feat_145,feat_146,feat_147,feat_148,feat_149,feat_150,feat_151,feat_152,feat_153,feat_154,feat_155,feat_156,feat_157,feat_158,feat_159,feat_160,feat_161,feat_162,feat_163,feat_164,feat_165,feat_166,feat_167,feat_168,feat_169,feat_170,feat_171,feat_172,feat_173,feat_174,feat_175,feat_176,feat_177,feat_178,feat_179,feat_180,feat_181,feat_182,feat_183,feat_184,feat_185,feat_186,feat_187,feat_188,feat_189,feat_190,feat_191,feat_192
-0.030020796,-0.061992925,0.014905998,-0.0029318212,-0.00054620765,0.11136827,-0.026762683,0.0047727125,0.13115048,0.013345692,-0.11232202,-0.0941731,0.018321626,0.067222014,0.07051501,-0.018137716,0.08483745,-0.22385286,0.17312568,-0.089381635,-0.0613444,0.083758205,-0.09766516,-0.087834574,0.06518314,0.095767245,0.029422402,0.08214187,-0.04858271,0.11082658,-0.1022805,-0.10937875,-0.038741834,0.11402817,0.008067217,-0.051374827,0.09987376,-0.045792527,-0.1759362,-0.071403034,-0.0009331759,-0.023908913,0.11905654,-0.109577656,0.058115993,-0.026163084,-0.15316088,0.09255515,-0.022705592,0.05162143,-0.23658235,-0.09564238,0.09945241,0.041289873,-0.020727154,-0.07729207,-0.07589712,0.06059952,-0.13284408,-0.04209944,-0.11500655,0.11849631,-0.15475836,-0.046742976,0.26003793,0.023060478,0.083282225,0.13052644,0.07035409,-0.043694098,0.053457707,0.0998393,0.07672333,0.07335083,0.047690507,-0.02229152,-0.098751895,-0.09860148,-0.21188383,0.08888694,-0.04680306,-0.07117666,-0.11776281,0.107309096,0.018289063,0.19682351,-0.040774263,-0.036543094,0.17093897,-0.06333517,-0.06649415,0.2863107,0.08857966,-0.11134994,0.02761269,-0.093194455,-0.14729708,0.09746439,0.14380841,0.16169855,-0.015513266,-0.05333929,-0.034175977,0.023535548,-0.032805227,0.029512584,-0.0051764287,0.05519242,0.054720744,0.13256755,0.041799694,0.08426641,-0.034440905,-0.100668065,-0.004296442,0.058195785,-0.050879464,-0.0122381225,-0.054891456,-0.15582678,0.057814933,0.03657049,-0.15679222,0.19897038,0.039043635,0.024487242,0.0024930295,-0.06358424,0.037784763,0.04981203,0.06765879,-0.07206875,-0.049085885,-0.061845083,-0.12916185,0.19152486,0.060226347,0.123335205,-0.0504343,0.32348314,0.03240487,-0.10083034,0.025937237,-0.10620274,0.21498273,0.23743138,-0.042371735,0.12880415,0.1855392,0.039712716,-0.081051275,0.03652695,-0.09813404,0.05903323,-0.15828487,0.17653169,0.13216533,0.014331007,0.1275389,0.03317148,-0.094739266,-0.048653312,-0.036960416,0.0597201,0.10425017,0.030703146,-0.09908603,-0.03198663,-0.03201733,0.13067602,0.061366558,-0.04459875,0.026898123,0.058233965,-0.10036859,-0.034194916,0.017127065,0.053358227,0.012145862,0.11463803,0.2007017,0.035023957,0.0008364634,-0.020675194,-0.11936746,0.09224435,-0.039951324,0.027860463,0.115371935,0.05714784,0.24384461,-0.0030487478
0.09893346,0.007764239,-0.021373589,-0.025793448,0.029792542,0.04144545,0.037137873,0.01550945,0.09532289,0.08301875,-0.035247292,-0.1256231,0.03969711,0.04358461,0.013512851,0.02813162,0.0030012354,-0.15198535,0.16749299,-0.06908472,-0.11873913,0.101333916,0.04108831,-0.12127704,0.010612641,0.03361509,0.08861119,-0.007275005,0.01457276,0.04422736,-0.07495698,-0.09233749,0.0016395291,0.12265375,0.015456939,0.0074756444,0.016107982,-0.10008835,-0.13503644,-0.12788573,-0.004042806,-0.031441987,0.1252041,-0.09157179,0.042774476,-0.023209078,-0.192364,0.060184434,0.008122867,-0.020553622,-0.19733557,0.0019316394,-0.008684918,0.038537778,-0.03283214,-0.16240028,-0.0126329735,0.030229812,-0.0730938,0.0038138404,-0.0890097,0.13974869,-0.18720637,-0.09587414,0.19036777,-0.017632019,0.072438866,0.07531851,0.10640739,-0.032119177,0.08222792,0.1159854,0.038833156,0.09684705,0.05489942,-0.028855506,-0.09627359,-0.08984739,-0.11869943,0.0973343,-0.100704774,-0.070013866,-0.0452013,0.100658685,0.09142683,0.15796453,-0.016234206,-0.056564495,0.040904388,-0.019356785,-0.07423822,0.31284502,0.075207464,-0.039699316,-0.057469845,-0.040676318,-0.13912788,0.13519189,0.09319505,0.20864801,0.025498439,-0.0074280207,0.023437597,0.029164786,-0.07599803,0.034295462,0.008511081,0.04940013,0.018471248,0.11387174,0.024912713,0.047755845,-0.0050801337,-0.090305455,0.015700059,0.035692528,-0.043502986,0.0031788014,-0.044865474,-0.036700204,0.08830545,-0.03743165,-0.11356023,0.11013976,-0.031394124,0.11191693,-0.12289572,-0.10944718,0.05125028,0.029552625,0.1166335,0.013906008,-0.09106728,-0.08896254,-0.14256388,0.123363234,0.021412518,0.050439004,0.010118835,0.17512016,0.023537654,-0.11995431,0.040297147,-0.15708807,0.16318876,0.17272913,0.0032107034,0.16497736,0.23448718,0.037925698,-0.06421395,0.040800452,0.025072897,0.02893001,-0.079222724,0.09032041,0.066519514,-0.022643672,0.17646098,0.0034297584,-0.13134454,0.010983473,0.006273372,0.01706399,0.11876609,0.023084883,0.039331242,-0.07861404,0.010333318,0.11552633,-0.0012877574,-0.06496438,-0.03632434,-0.015764141,-0.16089126,0.015215586,-0.03328036,0.034906328,0.09401607,0.06338463,0.17953844,-0.00531571,0.030894969,0.029668748,-0.06343936,0.04213806,0.036879726,0.01964984,0.045607667,0.09207898,0.26423618,-0.059429187
-0.01838677,0.008558724,-0.0033201156,-0.07177729,0.008189419,0.05862511,-0.043215908,-0.0064424826,0.067221284,0.0049752854,-0.07391742,-0.1500673,0.012590408,-0.0086277155,0.059244893,0.011547796,0.110558614,-0.27648094,0.1654093,-0.056536853,-0.08755209,0.080871075,-0.017128851,-0.08724219,0.00088502094,0.12393673,0.081645496,0.11473232,0.03280899,0.10105643,-0.00071809255,-0.09986301,-0.027108539,0.10496621,-0.04331591,-0.06875332,0.059160963,-0.09014404,-0.19959603,-0.034069605,-0.008611595,0.017787192,0.07994505,-0.11622363,0.03773125,0.020997543,-0.19886215,0.03599289,0.0015680045,0.016150132,-0.20029838,-0.07882829,0.054694474,0.047401585,-0.024556674,-0.06489208,-0.034872927,0.086295605,-0.11026093,-0.02725664,-0.048099007,0.08016468,-0.120914616,-0.02145619,0.23377727,0.026112784,0.022140298,0.05696308,0.15006956,-0.06474144,0.06752688,0.17546636,0.010373903,0.11976054,0.071922585,0.034923114,-0.04372495,-0.11773222,-0.21221115,0.10108419,-0.09236184,-0.043170422,-0.10909519,0.09274361,0.045243762,0.17325726,0.0005427506,-0.07327132,0.14504516,-0.08349556,-0.08926524,0.2648778,0.12122347,-0.0683243,-0.027677592,-0.0830283,-0.1164004,0.12367622,0.20475785,0.12625252,0.047793087,-0.065714724,0.0019718711,0.05783541,-0.077271454,0.00016974285,0.02021163,0.041801367,0.016433492,0.11514719,0.0047326367,0.13359942,-0.04167795,-0.06162193,0.0038914331,0.0775831,-0.04761862,0.022507414,-0.014869744,-0.13549432,0.085526936,0.017815355,-0.08457325,0.15377267,0.027122902,0.038615827,-0.03527156,-0.042144366,0.11305133,0.0780929,0.07419235,-0.049518533,-0.03714084,-0.040107045,-0.20181152,0.23445001,-0.0284704,0.08232818,-0.0068809837,0.1819567,0.02051582,-0.07830098,-0.0025174692,-0.13477544,0.21502562,0.20460606,0.014726538,0.115096584,0.20511633,0.09785983,-0.11563674,0.029066654,-0.031975128,-0.03691669,-0.14273499,0.19851652,0.16939215,0.036831766,0.1584393,0.05147011,-0.18225835,-0.007823763,-0.056419007,-0.022064751,0.078975126,0.06441361,-0.017626787,-0.04407659,-0.062975034,0.13573194,0.025862463,0.0068644993,-0.029719751,-0.015131811,-0.010261286,-0.024404965,-0.037188277,0.028542705,0.029921323,0.108355135,0.16764279,-0.003227692,0.01277549,0.048914753,-0.11339677,0.0070367986,0.016943155,-0.019793127,0.12088714,0.052998815,0.23801686,-0.062162157
0.05956268,-0.004571814,-0.08457191,-0.024104867,0.035412267,0.05160145,0.0052326974,-0.055157024,0.039690953,-0.060956325,-0.06894526,-0.08097491,0.012402795,0.023918245,0.046542533,-0.034049816,0.066727445,-0.23585036,0.15928182,-0.053575613,-0.08081727,0.10524611,0.029016614,-0.06582279,-0.023240792,0.07131828,0.07957799,0.07204936,0.11959498,0.07908161,0.030603746,-0.019239305,-0.022267923,0.11133428,0.011121443,-0.01518707,0.0580118,-0.05777401,-0.20177098,-0.042901143,-0.043963388,-0.01075565,0.13470705,-0.10377132,-0.026863232,0.07826372,-0.25936672,0.018786369,0.035713162,0.087742895,-0.20161992,0.035893507,0.054491326,0.028951848,-0.0019072331,-0.10435651,0.009218793,0.020816436,-0.06313762,-0.0043030865,-0.004164998,0.098057434,-0.18260697,-0.062986545,0.22802871,-0.021390034,0.046710316,0.07901224,0.15981549,-0.07174261,0.13861246,0.13585202,0.015368365,0.059142377,0.027572464,-0.00014231727,-0.069014914,-0.0344164,-0.15020841,0.11138092,-0.078970015,-0.017990962,-0.09424127,0.12378272,0.0472657,0.16959067,-0.041263662,-0.09603815,0.070192404,-0.07537167,-0.071809106,0.2795738,0.07595209,-0.06938982,-0.04129616,-0.08180002,-0.12165349,0.08739679,0.20249943,0.13009329,0.0768639,0.032621447,0.061700806,0.0716083,-0.09080196,0.071082704,0.061672542,0.08106924,0.060105328,0.1569485,-0.06401513,0.0797119,0.058669094,-0.07397922,0.01893347,0.019270808,-0.11321492,0.02354822,0.031961616,-0.028125253,0.11227272,0.008685037,-0.01932053,0.09130429,-0.028318254,0.039453372,-0.086751506,-0.063401386,0.06963165,0.060189217,0.11033439,-0.023928342,-0.08908121,-0.050038066,-0.20192026,0.18743517,0.005484212,0.07913981,-0.005149368,0.09541088,-0.032518197,-0.04472099,-0.036920097,-0.09891488,0.204747,0.16956577,0.0814794,0.14849494,0.18452796,0.056665376,-0.16078404,-0.027718326,-0.027823761,0.00441321,-0.093760476,0.16743048,0.13124253,0.08887209,0.2172575,0.041461494,-0.19601281,0.01986455,0.0051849727,0.00994286,0.10843269,0.08066957,0.11150226,-0.07556767,-0.03593765,0.06092629,0.025112793,-0.06383418,-0.054104865,-0.016574165,-0.100515366,0.007848027,-0.085074596,0.017281886,0.17482638,0.07280508,0.07386704,-0.09499638,-0.008864572,0.033754632,-0.10591055,0.004304382,-0.0046483967,-0.034089852,0.07186155,0.080407396,0.21021497,-0.09377078
0.083178595,0.08045125,0.07605606,-0.10141287,0.016502814,0.054787166,0.030143576,0.02032844,0.02892216,0.03783316,-0.08918288,-0.11714588,-0.049589958,-0.092464,0.04302009,-0.025170114,-0.040001776,-0.049426854,0.19851497,0.04836013,-0.11490098,0.068769485,0.077512845,-0.109833755,0.0033366606,0.040835623,0.10243597,-0.0917216,-0.055772714,0.005657112,-0.13155676,-0.039573304,0.025912657,-0.019554077,-0.060235254,0.099272564,0.02680646,-0.07132521,-0.20265244,-0.13776991,-0.057752036,-0.031834196,0.13498348,-0.05651644,0.11684921,0.029502414,-0.07036558,0.054488204,-0.03658064,-0.027801838,-0.19965537,0.036267623,0.021026708,0.017833455,-0.04202999,-0.1671972,-0.14105877,-0.012224177,-0.012064226,-0.10094234,-0.16685878,0.20292388,-0.17382704,-0.026394349,0.17299742,-0.13882811,0.16715309,0.07166372,0.038673144,-0.07684432,0.07035528,0.20199545,0.03149513,0.17682432,0.02017149,-0.15098841,0.005435001,-0.09747948,-0.07352417,0.07667561,-0.119954884,-0.00031269528,-0.102153525,0.17859636,0.1297901,0.057975367,-0.103274725,-0.08438949,0.020637982,-0.043740086,-0.06101016,0.30623326,-0.012572333,-0.102371916,-0.059150457,-0.11133945,-0.02346226,0.07270105,0.06644125,0.21901323,0.030111924,0.013002286,-0.14503306,-0.030759407,-0.008573867,-0.025752638,-0.0014666785,0.020223442,0.0114544695,0.017985335,0.052915767,0.055304427,-0.10294565,-0.06437099,-0.08700509,0.033334285,0.06742064,0.0067499205,-0.0004937723,-0.13430153,0.053130366,0.0049804663,-0.050146043,0.11438477,-0.047295615,0.12330638,-0.057321135,-0.18637554,0.0788113,-0.085123345,0.10337111,0.027215907,-0.10302087,-0.09952629,-0.17353833,-0.014615564,0.02011419,0.07690874,0.043390747,0.22577368,-0.014606405,-0.08652858,0.096648246,-0.13420449,0.07386566,0.14423567,-0.092707634,0.27239832,0.2364423,-0.019159516,0.03842382,0.04969222,-0.027151309,-0.048777144,-0.032634243,0.1258857,0.05016236,-0.091126956,0.27739275,0.025202196,0.0090765385,-0.036303133,0.017519742,0.11832419,0.18416953,-0.0649323,-0.002930833,-0.027208554,0.10583465,0.15704943,0.076882966,-0.020456234,-0.1829404,0.04374015,-0.041814964,0.03843016,-0.0149855595,0.04794146,-0.036065347,0.07375512,0.08623249,0.022872113,0.070094705,0.009387717,-0.038950864,0.14466946,-0.03316044,0.012669485,0.070778124,0.032758538,0.30071697,0.006554216
0.102263585,0.095269054,0.0032275403,-0.05519442,-0.0041111875,0.01915763,0.0026032254,0.049257208,0.045657206,-0.008166071,-0.07021525,-0.14514437,-0.06613934,-0.013005597,0.028891547,-0.020771245,0.062680244,-0.14706035,0.13706547,0.020928638,-0.10605414,0.089220494,-0.0056730397,-0.06801253,-0.05730952,0.059192885,0.1496715,0.006282755,0.10538141,0.040455274,0.012997316,-0.019581912,0.072672345,0.11055603,-0.036666058,-0.0055901594,-0.019546274,-0.0684575,-0.1594687,-0.11422645,-0.026737774,-0.10070526,0.12353017,-0.026253058,0.08001896,0.06488177,-0.14318062,-0.054186422,-0.002356382,0.06596923,-0.21950495,-0.014203532,0.036070585,0.10037309,-0.06640719,-0.11714026,-0.052627333,0.021474112,0.0061922483,-0.06154648,-0.07384845,0.08279238,-0.14922947,-0.067951985,0.147691,-0.014918361,0.0767841,-0.016833605,0.17054515,-0.021675568,0.11749843,0.17699702,0.05359483,0.10612945,0.044804536,0.0043983627,-0.061105072,-0.12186632,-0.13161862,0.13405569,-0.07099992,-0.06495095,-0.096531846,0.080241635,-0.016323281,0.11305672,0.01845651,0.004550921,0.0035675764,-0.00399754,-0.070845604,0.19560692,0.093111105,-0.06921208,-0.046804614,-0.028900262,-0.040532187,0.11376921,0.17216738,0.09256391,0.025761927,-0.06424194,0.004143816,0.0200917,-0.15108609,-0.0041704234,-0.02299552,0.03687215,0.104367726,0.09378992,0.0030224696,0.03803702,-0.057145413,-0.060290985,-0.018047938,0.006344621,-0.013188856,-0.018014941,0.003159102,-0.06736863,0.0645169,0.079622015,-0.11430676,0.11434667,-0.0016941931,0.08911595,-0.10167727,0.034008168,0.029133014,0.017431464,0.023360606,0.017114686,-0.0843771,-0.07473146,-0.16665117,0.14908957,0.0053807534,0.06890843,0.036106586,0.1521002,-0.042945426,-0.00010447856,0.023946423,-0.13851541,0.12006933,0.10940722,0.01601322,0.17874695,0.181215,0.07979473,-0.10563464,0.006970605,0.0493175,-0.05766377,-0.124093145,0.10806695,0.14366718,0.063058846,0.17163554,0.041876763,-0.19198446,0.030232372,-0.001679033,0.027142197,0.05727271,0.08059849,0.0071297586,-0.053126812,0.040098123,0.14453678,0.019773558,-0.103547595,0.0025898055,-0.030677028,-0.060326565,-0.025126815,-0.059962574,-0.057287022,0.027356438,0.0040289676,0.102942966,0.043676946,0.030911872,0.052851103,-0.091818325,-0.019934528,-0.009262627,-0.0055554807,0.07456008,0.052587684,0.16093607,-0.054419067
0.029189635,0.015061054,-0.10679049,0.019281942,-0.010776287,0.069405034,0.036811925,-0.01825872,0.08297923,-0.0073826145,-0.0937307,-0.14695165,0.039372735,0.08169901,0.04169856,-0.03245563,0.08381973,-0.20335624,0.16828805,-0.019247754,-0.056836814,0.115819305,-0.0143171325,-0.08869416,0.026655661,0.08237338,0.0719422,0.017155986,0.0696238,0.0922827,-0.0540307,-0.10204668,0.02119311,0.17939591,-0.0038223285,-0.040732395,0.05967176,-0.024043065,-0.18078317,-0.02251983,-0.04904641,-0.0030131182,0.14581811,-0.09719336,-0.019436892,0.060406752,-0.19671696,0.07123616,-0.0085298605,0.034660053,-0.1903898,0.05433397,0.020203464,0.056005687,-0.008301403,-0.118274465,-0.001842916,0.017658947,-0.08344024,-0.040484924,-0.07729106,0.122265585,-0.17669412,-0.08721102,0.24226582,-0.012307834,0.04609248,0.13132565,0.094476596,-0.055712603,0.0782336,0.10481286,0.04121553,0.072568014,0.07143818,-0.072315276,-0.090088926,-0.08277053,-0.17426482,0.10221937,-0.06518361,-0.06149075,-0.11362584,0.12080724,0.10197479,0.14561123,-0.02910141,-0.052288733,0.06129565,-0.080821484,-0.08527496,0.27444488,0.023032779,-0.10899444,-0.06312909,-0.08027753,-0.12353366,0.12902495,0.17848876,0.12076698,0.030908095,0.020405896,0.051499054,0.052214075,-0.09799025,0.05878801,0.026648749,0.029685829,0.07409957,0.16101383,0.011023937,0.025931094,0.031219497,-0.084333666,0.011159891,0.00021741167,-0.1100846,0.025155202,-0.0012649633,-0.05140873,0.15739723,0.004219859,-0.089065015,0.11382407,-0.034249872,0.042269617,-0.089285254,-0.03282834,0.040660802,0.022085503,0.077267684,-0.025087247,-0.08438018,-0.011346807,-0.14876647,0.18155871,0.0108445175,0.08905793,0.033983763,0.1722384,0.021297429,-0.05529437,-0.05611499,-0.12509613,0.21076672,0.15594152,-0.014143819,0.1657202,0.18009168,0.050148465,-0.11078418,-0.0014747195,-0.06466645,0.022373753,-0.07051871,0.20260012,0.09640305,0.013258303,0.20022458,0.06314165,-0.1871991,-0.010333186,-0.049212217,0.018651951,0.1331656,0.071739554,0.03900156,-0.059276707,-0.036500413,0.09526137,0.039424848,-0.07971063,-0.04367073,0.008831697,-0.09860787,0.0010969127,-0.048459746,0.053345427,0.11560162,0.13609268,0.11552772,-0.043424845,0.017203065,0.028227406,-0.13887478,0.013357067,-0.05630304,-0.010001805,0.08494103,0.051858764,0.23235668,-0.061273444
0.06604166,0.058604393,-0.028085351,-0.05179358,0.06405724,0.012389307,0.051188447,0.006078978,0.06539038,0.022055853,0.028637346,-0.14406359,-0.011468377,-0.043398794,0.049617644,0.0092239715,0.05549862,-0.16538183,0.15426344,-0.052937217,-0.1287247,0.04219276,-0.03661747,-0.12801743,-0.034685068,0.080218375,0.08294571,-0.02016225,0.10044551,0.14699942,-0.017900242,-0.07977404,0.024125867,0.081343815,0.05610518,0.0107223,0.05047382,-0.060084905,-0.17477329,-0.09767315,-0.045263875,-0.042930383,0.14065382,-0.08155584,0.103895284,0.0117766,-0.19509806,0.02880746,0.024128502,0.065197125,-0.28019664,0.06775381,-0.046410687,0.054142587,0.016062437,-0.109154865,-0.037497573,-0.010969104,-0.07212047,0.010212177,-0.056559205,0.14378573,-0.17911941,-0.07046683,0.1609447,0.02889876,0.09569261,0.05001828,0.19504143,-0.05347805,0.16591565,0.19872938,-0.023273034,0.089961946,0.080770195,0.005320385,-0.13491718,-0.06568874,-0.23066404,0.17383325,-0.15938374,-0.11182835,-0.09595681,0.061706185,0.054475002,0.16273615,-0.039404847,-0.1056664,0.046262898,-0.076576225,-0.09680529,0.3200687,0.05921627,-0.120548576,-0.076208934,-0.05185003,-0.10182355,0.021998607,0.16197424,0.14382571,0.0018675707,-0.02258875,0.025528926,0.024350813,-0.13223729,0.06442736,0.041189857,0.06511121,0.044737615,0.0624116,0.023743091,0.06999843,-0.010807261,-0.0667409,-0.05806832,0.023976468,-0.025770614,-0.0384718,0.0047522746,-0.09146929,0.11172093,0.040213376,-0.07221162,0.040515065,0.01753656,0.11025791,-0.18791744,0.03230861,0.030487888,0.05904884,0.09735033,-0.013431398,-0.052567832,-0.069261186,-0.17112517,0.15011013,0.04022133,0.07204111,0.040392395,0.13978691,0.020923343,-0.06609752,-0.06378867,-0.1822459,0.10546606,0.13901424,0.009033887,0.19870497,0.23651087,0.07511346,-0.20897424,0.032223992,-0.02566222,0.018474633,-0.098461986,0.16409998,0.11162831,0.0471652,0.16058503,0.04074502,-0.2255721,0.044415355,0.022716738,-0.015967032,0.08278117,0.10238066,0.054216437,-0.095176116,0.004554983,0.1436118,0.025648829,-0.08909466,-0.04302201,0.02301453,-0.13663885,-0.056396425,-0.087817065,0.028728634,0.09610921,0.08179043,0.14631438,0.008931514,0.01099878,0.06465195,-0.06744338,-0.015701123,-0.040551484,-0.061758522,0.04767339,0.14835946,0.2690492,-0.10998709
-0.02447034,0.05354916,-0.051852163,0.06771631,-0.08778858,0.13360578,0.07761408,0.08523011,-0.00778481,-0.007521499,-0.05191508,-0.14886507,0.0104081705,-0.041717466,0.15299916,-0.062181406,0.03133207,-0.20898058,0.08693344,0.0012904797,-0.066371605,0.07445258,-0.0668844,-0.06538779,-0.005115739,0.07425372,0.07755056,-0.024021644,0.09908084,0.166037,-0.06833723,-0.10333871,-0.0012693712,0.12935664,0.007157566,0.05305967,0.059111685,0.0032723248,-0.2299261,-0.07118294,0.010997409,-0.12562813,0.1358777,-0.12450454,0.07346804,-0.060512617,-0.03518008,-0.02319745,0.04947193,0.06412797,-0.2602862,0.099933274,0.027165994,0.11241225,-0.07912404,-0.10960837,-0.07548682,0.03032435,-0.14305541,0.037969086,-0.1357937,0.11648653,-0.13990587,-0.10569731,0.24203564,0.023740038,0.21836881,0.18368801,0.09417548,-0.16144262,0.13842954,0.07033763,0.011029674,0.076641336,0.032240972,-0.064946376,-0.18119869,-0.05963763,-0.28370088,0.032739416,-0.1497579,-0.14646111,-0.023099694,0.08135722,0.12647337,0.109671816,-0.03041544,-0.114029974,0.13377717,-0.13889709,0.04749518,0.33419713,-0.033589937,-0.2507444,-0.033806466,-0.049440622,-0.1439435,0.052621186,0.19020003,0.17671692,-0.08134488,-0.093451895,0.0150806755,-0.033196855,-0.054516617,0.07709753,-0.028247382,0.07140137,0.12580314,0.09416366,0.08696344,0.016686004,-0.01809549,-0.13625398,-0.031002665,-0.021889545,-0.06946712,-0.0040236674,0.00076041,-0.03677046,0.09486453,-0.04150737,-0.15667519,0.06905233,0.11854552,0.18985806,-0.14644523,-0.020253757,-0.034952234,-0.015921414,0.060060278,0.052141838,-0.043332808,-0.15070422,-0.15837705,0.062559485,-0.0023432188,0.044038944,0.03520732,0.18711174,0.0214752,-0.003940233,-0.13847664,-0.2064613,0.10749022,0.13000527,-0.17156024,0.2820931,0.1981672,0.033762246,-0.12932819,-0.014829507,-0.10428387,0.060033187,-0.11970411,0.11883431,-0.018459596,-0.0661746,0.15468054,0.025145091,-0.18396913,-0.0022120494,-0.08716202,0.10568283,0.057943165,-0.039085366,0.0007184129,-0.078793585,-0.001573924,0.08745947,0.0034545204,-0.10808905,-0.013513509,0.14214012,-0.19305883,-0.08211966,-0.026944363,0.13175665,0.045222424,0.088550866,0.06394046,-0.103274375,0.008395987,0.15589736,-0.09375399,0.11197382,-0.05971256,0.0403105,0.06169279,0.031538468,0.28764468,-0.076452956
0.038627576,0.025500175,-0.032802317,0.035227623,-0.098818146,0.11511686,0.10849754,0.04390656,0.018779412,-0.031339947,-0.0650905,-0.14459555,-0.0040876754,0.03979863,0.054124437,-0.1060703,0.047278628,-0.11802542,0.048897102,0.035067417,-0.008076189,0.093069896,0.002926696,-0.04439264,-0.03954452,0.04200754,0.12614477,-0.0033884505,0.07987538,0.0947711,-0.062093586,-0.06727591,0.007361642,0.1450746,-0.020713607,0.059694685,0.08002057,-0.021555431,-0.16729267,-0.08595487,-0.0068485457,-0.05589524,0.10281103,-0.08452564,0.009755821,-0.03603343,-0.11005441,-0.026842486,0.0555098,0.07376434,-0.23039296,0.04403071,0.052352704,0.118799046,0.0027436316,-0.10970162,-0.017047666,-0.027591044,-0.1328393,0.013399828,-0.0731354,0.16902782,-0.17438194,-0.11051205,0.19582503,-0.015600942,0.13894843,0.14415975,0.073326364,-0.119125456,0.0685605,0.049812403,-0.017352065,0.047037322,0.00791876,-0.08735281,-0.15134951,0.00183642,-0.19169928,0.0025218949,-0.10431445,-0.09749502,-0.054340564,0.121857606,0.06176521,0.10540743,-0.047377698,-0.053917408,0.0579607,-0.09350208,-0.077973194,0.21625672,-0.026063135,-0.16829859,0.013830046,-0.047874033,-0.07244625,0.002019398,0.162265,0.10041548,0.02639207,0.0054695304,-0.058569178,-0.050577637,0.01070326,0.14071247,0.033721004,0.08765499,0.052917548,0.128264,-0.053521477,0.015321645,0.016830325,-0.13427389,0.032355405,-0.0959188,-0.064365156,-0.00061545894,-0.0062072743,-0.013088852,0.05120325,-0.039876256,-0.06939838,0.13265042,0.06459875,0.18186451,-0.050869178,-0.014950002,-0.0866263,0.017191313,0.097812064,0.0535788,0.004584182,-0.057323914,-0.16542177,0.071583495,-0.04532251,0.051188722,-0.021488292,0.20985045,-0.007626172,-0.052900787,-0.058515046,-0.08229081,0.102999166,0.11962103,-0.097640485,0.18971302,0.090920106,-0.0036182757,-0.0280144,-0.061483853,-0.11479309,0.05597584,-0.08421565,0.1159175,0.0036004111,0.051320426,0.11672847,0.040917546,-0.122862265,-0.05128167,-0.021335568,0.09395449,0.06996003,-0.035283774,0.09707036,-0.04900682,0.050264683,0.11172552,0.05568044,-0.098773204,0.0047812504,0.07884046,-0.20091316,-0.06431884,-0.048437174,0.091471955,0.041388843,0.033842504,0.03809459,-0.09859912,0.0061899032,0.080297135,-0.12251351,0.04378145,-0.06998574,0.026994854,0.0003521761,-0.0010727989,0.20385788,-0.08394774
